mode,load,0_vgg19-2,1_mobilenet_v3_small-4,2_resnet34-4
mps-uncap,1.0,3.020763397216797,3.9932727813720703,3.5467147827148438
mig,1.0,4.742860794067383,4.068136215209961,4.525184631347656
