mode,load,0_vgg19-2,1_mobilenet_v3_small-4,2_resnet34-4
mps-uncap,1.0,3.3562183380126953,4.145145416259766,5.089998245239258
mig,1.0,4.773378372192383,4.135370254516602,4.5757293701171875
