mode,load,0_vgg19-2,1_mobilenet_v3_small-4,2_resnet34-4
mps-uncap,1.0,3.356456756591797,4.145383834838867,5.090117454528809
mig,1.0,4.773616790771484,4.135608673095703,4.575967788696289
