mode,load,0_vgg19-2,1_mobilenet_v3_small-4,2_resnet34-4
mps-uncap,1.0,14.972448348999023,13.324499130249023,16.422271728515625
mig,1.0,17.085552215576172,11.846542358398438,18.147945404052734
