mode,load,0_vgg19-2,1_mobilenet_v3_small-4,2_resnet34-4
mps-uncap,1.0,0.0007152557373046875,0.0069141387939453125,0.0054836273193359375
mig,1.0,0.000476837158203125,0.0064373016357421875,0.0054836273193359375
