mode,load,0_mobilenet_v3_small-32,1_densenet161-2,2_densenet201-8
mps-uncap,1.0,16.074180603027344,28.397798538208008,31.569719314575195
mig,1.0,9.762763977050781,22.80712127685547,32.61137008666992
