mode,load,0_mobilenet_v3_small-32,1_densenet161-2,2_densenet201-8
mps-uncap,1.0,6.439447402954102,18.240559101104736,21.772933006286618
mig,1.0,6.672682762145996,17.505679130554203,26.083748340606693
