mode,load,0_mobilenet_v3_small-32,1_densenet161-2,2_densenet201-8
mps-uncap,1.0,6.439685821533203,18.240559101104736,21.77317142486572
mig,1.0,6.672921180725098,17.505679130554203,26.083850860595703
