mode,load,0_mobilenet_v3_small-32,1_densenet161-2,2_densenet201-8
mps-uncap,1.0,4.087924957275391,16.674280166625977,20.506858825683594
mig,1.0,4.255533218383789,16.32380485534668,24.30868148803711
