mode,load,0_mobilenet_v3_small-32,1_densenet161-2,2_densenet201-8
mps-uncap,1.0,4.707098007202148,17.138242721557617,20.793914794921875
mig,1.0,4.8236846923828125,16.489028930664062,24.87945556640625
