mode,load,0_efficientnet_b6-2,1_resnet152-4,2_squeezenet1_1-4
mps-uncap,0.8,17.909526824951172,13.759851455688477,1.7292499542236328
mps-uncap,0.9,17.498493194580078,13.581037521362305,1.7535686492919922
mps-uncap,1.0,17.655372619628906,13.686895370483398,1.7914772033691406
mps-uncap,0.5,17.23456382751465,13.427972793579102,1.70135498046875
mps-uncap,0.6,16.884803771972656,13.212442398071289,1.7011165618896484
mps-uncap,0.7,17.41170883178711,13.197183609008789,1.741647720336914
mps-uncap,0.1,17.372846603393555,13.334512710571289,1.7871856689453125
mps-uncap,0.2,17.30656623840332,13.309955596923828,1.7595291137695312
mps-uncap,0.3,17.33851432800293,13.214111328125,1.7344951629638672
mps-uncap,0.4,17.25172996520996,13.155937194824219,1.6827583312988281
