mode,load,0_efficientnet_b6-2,1_resnet152-4,2_squeezenet1_1-4
mps-uncap,0.8,31.140565872192383,25.233983993530273,15.535354614257812
mps-uncap,0.9,31.014442443847656,27.09507942199707,16.262531280517578
mps-uncap,1.0,28.368473052978516,27.57883071899414,16.152620315551758
mps-uncap,0.5,24.378538131713867,18.106460571289062,10.188579559326172
mps-uncap,0.6,20.020723342895508,26.03316307067871,15.421867370605469
mps-uncap,0.7,28.926372528076172,28.197050094604492,16.762495040893555
mps-uncap,0.1,32.387733459472656,29.88576889038086,6.1244964599609375
mps-uncap,0.2,31.368017196655273,25.758743286132812,6.632804870605469
mps-uncap,0.3,29.322385787963867,27.175426483154297,6.965160369873047
mps-uncap,0.4,30.960798263549805,25.145769119262695,14.870405197143555
