mode,load,0_efficientnet_b5-4,1_efficientnet_b6-8,2_vgg19-2
mps-uncap,0.8,8.653640747070312,11.423110961914062,2.231121063232422
mps-uncap,0.9,9.146690368652344,11.470794677734375,2.2363662719726562
mps-uncap,1.0,9.132623672485352,11.504650115966797,2.2516250610351562
mps-uncap,0.5,8.947134017944336,11.505126953125,2.2287368774414062
mps-uncap,0.6,8.834362030029297,11.527538299560547,2.225160598754883
mps-uncap,0.7,8.958101272583008,11.54947280883789,2.2377967834472656
mps-uncap,0.1,9.764909744262695,11.421442031860352,2.237081527709961
mps-uncap,0.2,8.948802947998047,11.43789291381836,2.237558364868164
mps-uncap,0.3,8.636236190795898,11.453390121459961,2.2287368774414062
mps-uncap,0.4,8.762359619140625,11.45792007446289,2.2344589233398438
