mode,load,0_efficientnet_b5-4,1_efficientnet_b6-8,2_vgg19-2
mps-uncap,0.8,14.568209648132324,19.258737564086914,3.3985376358032227
mps-uncap,0.9,17.779111862182617,21.097183227539062,3.7572383880615234
mps-uncap,1.0,20.685553550720215,23.48470687866211,4.022121429443359
mps-uncap,0.5,14.597415924072266,16.023635864257812,2.6750564575195312
mps-uncap,0.6,13.099193572998047,16.22939109802246,2.832651138305664
mps-uncap,0.7,13.102531433105469,17.31133460998535,3.101825714111328
mps-uncap,0.1,20.790576934814453,23.007869720458984,2.4559497833251953
mps-uncap,0.2,17.55237579345703,18.752574920654297,2.427339553833008
mps-uncap,0.3,15.576720237731934,17.63176918029785,2.4291276931762695
mps-uncap,0.4,14.88494873046875,17.099738121032715,2.4611949920654297
