mode,load,0_efficientnet_b5-4,1_efficientnet_b6-8,2_vgg19-2
mps-uncap,0.8,150.29463830629172,269.0136614617492,369.90620347119153
mps-uncap,0.9,173.0906112224879,303.4345726005599,421.1862177384536
mps-uncap,1.0,187.82484621255009,330.5689735648231,470.6286282145618
mps-uncap,0.5,89.96279769427753,166.56627599407418,230.30674470401922
mps-uncap,0.6,115.60056877120876,203.58523176255702,266.90004600353205
mps-uncap,0.7,133.63606154089123,232.46227868360594,318.790962895947
mps-uncap,0.1,17.96437322050194,31.51848574747302,45.16451274487356
mps-uncap,0.2,35.13082937065127,60.70054341502691,93.20563645616842
mps-uncap,0.3,57.87977234072851,102.68388220728806,137.6761348942883
mps-uncap,0.4,76.96086891745459,126.78153230208036,187.6235299620521
