mode,load,0_mobilenet_v3_small-16,1_vgg16-2,2_vgg19-32
mps-uncap,0.8,2.344369888305664,1.9423961639404297,20.334720611572266
mps-uncap,0.9,2.2935867309570312,1.9555091857910156,20.31254768371582
mps-uncap,1.0,2.356290817260742,1.9581317901611328,20.34282684326172
mps-uncap,0.5,2.3827552795410156,1.9359588623046875,20.172119140625
mps-uncap,0.6,2.372264862060547,1.9502639770507812,20.19643783569336
mps-uncap,0.7,2.3446083068847656,1.958608627319336,20.236730575561523
mps-uncap,0.1,2.5572776794433594,1.9385814666748047,20.121097564697266
mps-uncap,0.2,2.4144649505615234,1.9485950469970703,20.10655403137207
mps-uncap,0.3,2.3903846740722656,1.9328594207763672,20.110130310058594
mps-uncap,0.4,2.3882389068603516,1.9230842590332031,20.09105682373047
