mode,load,0_mobilenet_v3_small-16,1_vgg16-2,2_vgg19-32
mps-uncap,0.8,162.4457836151123,104.45880889892578,319.2143440246582
mps-uncap,0.9,391.7865753173828,247.73287773132324,475.6195545196533
mps-uncap,1.0,2642.3511505126953,216.54200553894043,1247.4584579467773
mps-uncap,0.5,52.41560935974121,55.673837661743164,126.56760215759277
mps-uncap,0.6,113.94715309143066,55.77230453491211,149.90472793579102
mps-uncap,0.7,103.30319404602051,65.35911560058594,316.06459617614746
mps-uncap,0.1,21.045684814453125,20.0350284576416,49.79109764099121
mps-uncap,0.2,22.005081176757812,25.89106559753418,70.76716423034668
mps-uncap,0.3,31.878232955932617,37.595510482788086,77.77118682861328
mps-uncap,0.4,39.690494537353516,42.513132095336914,127.41279602050781
