mode,load,0_mobilenet_v3_small-16,1_vgg16-2,2_vgg19-32
mps-uncap,0.8,80.88643312454217,58.40896129608159,233.3432006835944
mps-uncap,0.9,274.2082548141481,195.92967033386242,295.0851917266848
mps-uncap,1.0,2523.275570869446,161.1007690429688,1168.671941757202
mps-uncap,0.5,23.902821540832488,18.568611145019464,67.01992511749253
mps-uncap,0.6,33.0344676971436,23.6404633522034,68.17761421203599
mps-uncap,0.7,43.77552986145018,35.45537471771238,170.99423408508258
mps-uncap,0.1,4.357028007507307,1.6659617424011155,18.276214599609375
mps-uncap,0.2,5.979514122009289,9.967458248138403,19.86422538757323
mps-uncap,0.3,12.469456195831278,13.379468917846676,33.590555191040025
mps-uncap,0.4,16.64280891418457,15.290784835815463,55.894241333007805
