mode,load,0_mobilenet_v3_small-16,1_vgg16-2,2_vgg19-32
mps-uncap,0.8,148.67854118347168,101.1509895324707,294.35181617736816
mps-uncap,0.9,381.3016414642334,226.54366493225098,452.00157165527344
mps-uncap,1.0,2621.2737560272217,210.15501022338867,1222.7504253387451
mps-uncap,0.5,37.096500396728516,47.30653762817383,104.79497909545898
mps-uncap,0.6,104.01153564453125,49.55744743347168,128.04293632507324
mps-uncap,0.7,79.64158058166504,57.265281677246094,292.13976860046387
mps-uncap,0.1,15.26188850402832,12.500286102294922,28.59950065612793
mps-uncap,0.2,12.22085952758789,17.3642635345459,48.50935935974121
mps-uncap,0.3,17.110347747802734,19.26565170288086,55.96327781677246
mps-uncap,0.4,30.351638793945312,27.376174926757812,106.0643196105957
