mode,load,0_mobilenet_v3_small-16,1_vgg16-2,2_vgg19-32
mps-uncap,0.8,2.3882389068603516,1.9659996032714844,20.374059677124023
mps-uncap,0.9,2.3491382598876953,1.9686222076416016,20.33519744873047
mps-uncap,1.0,2.3953914642333984,2.012491226196289,20.389795303344727
mps-uncap,0.5,2.4652481079101562,1.9488334655761719,20.195722579956055
mps-uncap,0.6,2.446413040161133,1.9648075103759766,20.234346389770508
mps-uncap,0.7,2.3899078369140625,1.9841194152832031,20.288944244384766
mps-uncap,0.1,2.577543258666992,1.9505023956298828,20.146846771240234
mps-uncap,0.2,2.4437904357910156,1.9609928131103516,20.139694213867188
mps-uncap,0.3,2.4566650390625,1.9488334655761719,20.142078399658203
mps-uncap,0.4,2.4149417877197266,1.9345283508300781,20.113229751586914
