mode,load,0_mobilenet_v3_small-16,1_vgg16-2,2_vgg19-32
mps-uncap,0.8,22.948312759399414,18.229246139526367,24.778366088867188
mps-uncap,0.9,23.911237716674805,18.778085708618164,24.81675148010254
mps-uncap,1.0,24.395227432250977,18.706130981445312,25.21204948425293
mps-uncap,0.5,18.372535705566406,15.392780303955078,22.98245429992676
mps-uncap,0.6,19.9434757232666,16.423344612121582,23.64966869354248
mps-uncap,0.7,21.10118865966797,17.415356636047363,24.101734161376953
mps-uncap,0.1,6.636500358581543,2.4068355560302734,21.077394485473633
mps-uncap,0.2,7.9193115234375,9.209990501403809,21.422815322875977
mps-uncap,0.3,13.317346572875977,11.697340011596681,21.814465522766113
mps-uncap,0.4,16.300439834594727,14.610004425048826,22.408390045166016
