mode,load,0_mobilenet_v3_small-16,1_vgg16-2,2_vgg19-32
mps-uncap,0.8,98.49803924560547,69.29728984832774,257.7228450775154
mps-uncap,0.9,295.5166530609132,205.2855968475343,318.9391136169437
mps-uncap,1.0,2528.764908313751,173.28108787536632,1193.3285236358643
mps-uncap,0.5,37.36827373504636,31.57687187194822,88.83700847625731
mps-uncap,0.6,49.291591644287145,36.39010190963747,91.85122489929192
mps-uncap,0.7,60.091323852539,45.64724445343016,193.65468025207494
mps-uncap,0.1,18.836283683776834,17.909562587738037,38.60294818878174
mps-uncap,0.2,19.25060749053956,19.264638423919678,40.96500396728515
mps-uncap,0.3,22.81151056289673,21.190586090087884,55.53756952285766
mps-uncap,0.4,30.2731990814209,23.45860958099369,78.35018157958984
