mode,load,0_mobilenet_v3_small-16,1_vgg16-2,2_vgg19-32
mps-uncap,0.8,0.01049041748046875,0.01049041748046875,0.012159347534179688
mps-uncap,0.9,0.0095367431640625,0.0095367431640625,0.011920928955078125
mps-uncap,1.0,0.011205673217773438,0.010967254638671875,0.013589859008789062
mps-uncap,0.5,0.011444091796875,0.010013580322265625,0.013113021850585938
mps-uncap,0.6,0.010728836059570312,0.010013580322265625,0.013113021850585938
mps-uncap,0.7,0.010251998901367188,0.010013580322265625,0.012159347534179688
mps-uncap,0.1,0.020265579223632812,0.011920928955078125,0.0133514404296875
mps-uncap,0.2,0.012159347534179688,0.01239776611328125,0.012874603271484375
mps-uncap,0.3,0.0133514404296875,0.010728836059570312,0.012874603271484375
mps-uncap,0.4,0.010967254638671875,0.010251998901367188,0.013113021850585938
