mode,load,0_mobilenet_v3_small-16,1_vgg16-2,2_vgg19-32
mps-uncap,0.8,14.358878135681152,8.184552192687988,23.511171340942383
mps-uncap,0.9,17.364025115966797,11.138677597045898,24.0018367767334
mps-uncap,1.0,20.153403282165527,11.80124282836914,24.70541000366211
mps-uncap,0.5,6.181597709655762,2.304553985595703,21.550416946411133
mps-uncap,0.6,6.148815155029297,2.5548934936523438,22.02165126800537
mps-uncap,0.7,9.73820686340332,5.391240119934082,22.501230239868164
mps-uncap,0.1,6.2694549560546875,2.2536516189575195,20.256519317626953
mps-uncap,0.2,6.230711936950684,2.2329092025756836,20.3094482421875
mps-uncap,0.3,6.087660789489746,2.216815948486328,20.671963691711426
mps-uncap,0.4,5.995750427246094,2.2220611572265625,21.11637592315674
