mode,load,0_mobilenet_v3_small-16,1_vgg16-2,2_vgg19-32
mps-uncap,0.8,19.06561851501465,15.766143798828125,49.387454986572266
mps-uncap,0.9,35.7356071472168,24.574756622314453,68.85266304016113
mps-uncap,1.0,441.25282764434814,46.35035991668701,197.1750259399414
mps-uncap,0.5,6.83438777923584,2.4917125701904297,22.23062515258789
mps-uncap,0.6,10.213613510131836,6.204485893249512,23.56433868408203
mps-uncap,0.7,13.786792755126953,10.24329662322998,33.995628356933594
mps-uncap,0.1,6.3408613204956055,2.3221969604492188,20.318269729614258
mps-uncap,0.2,6.35981559753418,2.3010969161987305,20.435094833374023
mps-uncap,0.3,6.257534027099609,2.293825149536133,21.023988723754883
mps-uncap,0.4,6.220340728759766,2.3109912872314453,21.60191535949707
