mode,load,0_mobilenet_v3_small-16,1_vgg16-2,2_vgg19-32
mps-uncap,0.8,0.7132291793823242,2.023935317993164,25.196552276611328
mps-uncap,0.9,17.583608627319336,13.362407684326172,44.707298278808594
mps-uncap,1.0,424.6382713317871,34.38246250152588,172.16229438781738
mps-uncap,0.5,0.049591064453125,0.046253204345703125,0.06127357482910156
mps-uncap,0.6,0.049114227294921875,0.04601478576660156,0.7346868515014648
mps-uncap,0.7,0.05125999450683594,0.048160552978515625,10.803461074829102
mps-uncap,0.1,0.06186962127685547,0.05841255187988281,0.06008148193359375
mps-uncap,0.2,0.055670738220214844,0.053763389587402344,0.05936622619628906
mps-uncap,0.3,0.053882598876953125,0.047206878662109375,0.05888938903808594
mps-uncap,0.4,0.04744529724121094,0.04673004150390625,0.0591278076171875
