mode,load,0_densenet121-32,1_resnet18-16,2_squeezenet1_0-16
mps-uncap,0.8,0.011920928955078125,0.008821487426757812,0.0095367431640625
mps-uncap,0.9,0.01239776611328125,0.009298324584960938,0.010728836059570312
mps-uncap,1.0,0.01239776611328125,0.013589859008789062,0.0152587890625
mps-uncap,0.5,0.011920928955078125,0.010967254638671875,0.008821487426757812
mps-uncap,0.6,0.011444091796875,0.009775161743164062,0.009059906005859375
mps-uncap,0.7,0.011682510375976562,0.0095367431640625,0.009059906005859375
mps-uncap,0.1,0.015974044799804688,0.014066696166992188,0.013828277587890625
mps-uncap,0.2,0.01239776611328125,0.010967254638671875,0.013113021850585938
mps-uncap,0.3,0.011682510375976562,0.011682510375976562,0.011205673217773438
mps-uncap,0.4,0.011682510375976562,0.009775161743164062,0.010728836059570312
