mode,load,0_densenet121-32,1_resnet18-16,2_squeezenet1_0-16
mps-uncap,0.8,746.6811284744366,1782.7909511905664,1862.7633786058752
mps-uncap,0.9,820.4268793662073,2025.1942512701557,2111.209914887997
mps-uncap,1.0,911.6154728096019,1972.3467557472668,1987.4717607540738
mps-uncap,0.5,458.17636059802743,1138.6639169204477,1180.620253127227
mps-uncap,0.6,554.1474512970844,1341.011804262868,1409.4318501283215
mps-uncap,0.7,653.945078647771,1563.3049073873744,1635.569381548608
mps-uncap,0.1,94.17855415795782,217.06814355494694,241.65255165792325
mps-uncap,0.2,175.45236330553467,449.0503873390098,450.10620420168317
mps-uncap,0.3,290.7668395934899,677.6569451138862,716.4225728035339
mps-uncap,0.4,378.9382161554309,908.2265862086754,949.5230924599852
