mode,load,0_resnet34-16,1_resnet50-4,2_vgg11-32
mps-uncap,0.8,44.66183185577394,24.40876960754394,47.11322784423828
mps-uncap,0.9,133.29682350158689,57.358837127685554,106.27644062042235
mps-uncap,1.0,584.4099521636963,1150.2976179122925,439.1096353530884
mps-uncap,0.5,6.354022026062007,6.216430664062502,15.75155258178711
mps-uncap,0.6,10.061645507812504,9.103178977966309,19.329118728637724
mps-uncap,0.7,15.91982841491699,13.610458374023448,26.190757751464844
mps-uncap,0.1,0.06937980651855469,0.07224082946777344,0.07700920104980469
mps-uncap,0.2,0.06890296936035156,0.07009506225585938,3.2107353210449254
mps-uncap,0.3,0.6148815155029297,1.1159896850586024,7.0493698120117205
mps-uncap,0.4,2.6458740234374996,3.808259963989258,9.959030151367195
