mode,load,0_resnet34-16,1_resnet50-4,2_vgg11-32
mps-uncap,0.8,118.12067270278929,92.8876781463624,121.63619518280079
mps-uncap,0.9,288.64167928695673,149.36431884765636,211.05083465576183
mps-uncap,1.0,879.1492700576787,1371.868290901184,555.9059548377993
mps-uncap,0.5,46.49932146072379,36.36148452758791,51.193664073944056
mps-uncap,0.6,49.05892848968507,41.06662273406996,58.55826377868657
mps-uncap,0.7,66.85769081115713,57.8521871566772,60.24017333984366
mps-uncap,0.1,13.111562728881832,14.463424682617172,18.767833709716797
mps-uncap,0.2,17.312965393066413,15.957403182983377,22.900075912475558
mps-uncap,0.3,21.150183677673336,21.44510269165039,28.08088302612303
mps-uncap,0.4,35.106010437011726,26.432037353515625,32.54929542541503
