mode,load,0_densenet169-2,1_efficientnet_b7-4,2_resnet34-32
mps-uncap,0.8,62.78057813644416,127.41889476776153,65.84821462631224
mps-uncap,0.9,186.80195808410681,199.32986736297588,122.22443342208886
mps-uncap,1.0,1895.1066827774048,354.5073986053456,229.4858169555664
mps-uncap,0.5,28.30028533935547,47.33213424682627,16.086518764495846
mps-uncap,0.6,31.630928516387943,50.60299396514875,20.018548965454098
mps-uncap,0.7,76.66229486465457,79.76946830749517,40.20086288452139
mps-uncap,0.1,26.025896072387795,26.36072874069214,4.9338459968566974
mps-uncap,0.2,26.957495212554914,22.21126556396484,7.027950286865221
mps-uncap,0.3,25.097568035125697,24.1424083709717,8.974516391754149
mps-uncap,0.4,33.454132080078345,31.132221221923867,16.90769195556639
