mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-16,2_mobilenet_v3_small-8
mps-uncap,0.8,36.347222328186035,10.278320312499998,7.044744491577149
mps-uncap,0.9,36.8196964263916,9.906291961669922,7.901334762573242
mps-uncap,1.0,37.18996047973633,10.109090805053711,8.412885665893556
mps-uncap,0.5,34.354543685913086,8.705520629882812,6.680727005004882
mps-uncap,0.6,35.0184440612793,9.0972900390625,6.630349159240723
mps-uncap,0.7,35.662174224853516,9.771585464477539,6.863617897033695
mps-uncap,0.1,30.858421325683594,7.947206497192383,6.860494613647461
mps-uncap,0.2,30.173397064208984,7.837867736816406,6.672811508178712
mps-uncap,0.3,31.81016445159912,7.965278625488282,6.794476509094239
mps-uncap,0.4,32.63101577758789,8.473348617553711,6.800365447998049
