mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-16,2_mobilenet_v3_small-8
mps-uncap,0.8,38.41590881347656,11.88206672668457,9.115219116210938
mps-uncap,0.9,37.775278091430664,11.438131332397461,9.814023971557617
mps-uncap,1.0,39.37959671020508,12.75634765625,10.087728500366211
mps-uncap,0.5,36.29183769226074,11.643409729003906,8.945703506469727
mps-uncap,0.6,38.01584243774414,11.888265609741211,9.042739868164062
mps-uncap,0.7,37.122249603271484,12.146472930908203,8.852720260620117
mps-uncap,0.1,31.73065185546875,11.218070983886719,8.368730545043945
mps-uncap,0.2,34.63339805603027,11.45172119140625,8.946657180786133
mps-uncap,0.3,35.46714782714844,11.379241943359375,9.018898010253906
mps-uncap,0.4,35.97211837768555,11.633872985839844,8.798837661743164
