mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-16,2_mobilenet_v3_small-8
mps-uncap,0.8,26.951313018798828,2.8200149536132812,2.2957324981689453
mps-uncap,0.9,26.72266960144043,2.8243064880371094,2.274751663208008
mps-uncap,1.0,28.69272232055664,2.8231143951416016,2.293825149536133
mps-uncap,0.5,26.651382446289062,2.8290748596191406,2.2726058959960938
mps-uncap,0.6,26.655197143554688,2.8281211853027344,2.25067138671875
mps-uncap,0.7,26.814699172973633,2.8192996978759766,2.2780895233154297
mps-uncap,0.1,26.554107666015625,2.8076171875,2.369403839111328
mps-uncap,0.2,26.540756225585938,2.8047561645507812,2.3424625396728516
mps-uncap,0.3,26.54123306274414,2.8264522552490234,2.3679733276367188
mps-uncap,0.4,26.553869247436523,2.8073787689208984,2.3055076599121094
