mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-16,2_mobilenet_v3_small-8
mps-uncap,0.8,26.987314224243164,2.838611602783203,2.336740493774414
mps-uncap,0.9,27.383804321289062,2.842426300048828,2.3415088653564453
mps-uncap,1.0,28.74898910522461,2.8443336486816406,2.3474693298339844
mps-uncap,0.5,26.710033416748047,2.8455257415771484,2.3086071014404297
mps-uncap,0.6,26.693105697631836,2.842426300048828,2.295970916748047
mps-uncap,0.7,26.865005493164062,2.8409957885742188,2.325773239135742
mps-uncap,0.1,26.60059928894043,2.819538116455078,2.4099349975585938
mps-uncap,0.2,26.59296989440918,2.826213836669922,2.3648738861083984
mps-uncap,0.3,26.589155197143555,2.844095230102539,2.4061203002929688
mps-uncap,0.4,26.59130096435547,2.8290748596191406,2.3887157440185547
