mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-16,2_mobilenet_v3_small-8
mps-uncap,0.8,34.5301628112793,6.185293197631836,4.18853759765625
mps-uncap,0.9,35.3245735168457,6.0645341873168945,4.769802093505859
mps-uncap,1.0,36.8342399597168,6.379842758178711,5.192995071411133
mps-uncap,0.5,30.87782859802246,6.245851516723633,5.342841148376465
mps-uncap,0.6,31.53681755065918,5.8574676513671875,4.444360733032227
mps-uncap,0.7,32.81986713409424,5.94937801361084,4.115581512451172
mps-uncap,0.1,27.101993560791016,7.11369514465332,6.160259246826172
mps-uncap,0.2,27.79090404510498,7.094621658325195,6.069660186767578
mps-uncap,0.3,28.809428215026855,6.905794143676758,5.950808525085449
mps-uncap,0.4,29.60348129272461,6.940126419067383,5.833864212036133
