mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-16,2_mobilenet_v3_small-8
mps-uncap,0.8,216.77691936492903,80.6997871398925,26.459677219390855
mps-uncap,0.9,696.595411300659,76.70643329620357,70.92593193054209
mps-uncap,1.0,1294.6953964233396,500.8445262908936,311.94583177566534
mps-uncap,0.5,122.06809043884289,27.829003334045446,17.934751510620057
mps-uncap,0.6,121.56340122222896,27.90223598480224,19.21071529388427
mps-uncap,0.7,164.64430093765245,45.24791240692135,22.87667512893676
mps-uncap,0.1,52.77080535888672,12.606859207153319,12.31241226196289
mps-uncap,0.2,71.685664653778,16.74214363098144,13.3074951171875
mps-uncap,0.3,76.93201303482053,20.265588760375977,19.182982444763184
mps-uncap,0.4,79.81728553771983,21.334543228149418,20.057210922241218
