mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-16,2_mobilenet_v3_small-8
mps-uncap,0.8,63.23409080505371,11.855840682983398,6.755709648132324
mps-uncap,0.9,86.10224723815918,14.449477195739746,10.498762130737305
mps-uncap,1.0,403.3782482147217,99.23744201660156,79.26607131958008
mps-uncap,0.5,32.95016288757324,7.175207138061523,5.943775177001953
mps-uncap,0.6,35.100460052490234,7.068514823913574,5.808353424072266
mps-uncap,0.7,51.15306377410889,8.438587188720703,5.8956146240234375
mps-uncap,0.1,27.291297912597656,7.225513458251953,6.270408630371094
mps-uncap,0.2,28.452634811401367,7.303476333618164,6.24537467956543
mps-uncap,0.3,29.772162437438965,7.381439208984375,6.38425350189209
mps-uncap,0.4,31.017065048217773,7.803440093994141,6.539821624755859
