mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-16,2_mobilenet_v3_small-8
mps-uncap,0.8,233.27970504760742,105.4539680480957,40.05551338195801
mps-uncap,0.9,732.466459274292,115.03458023071289,120.49365043640137
mps-uncap,1.0,1357.6409816741943,535.0062847137451,346.5454578399658
mps-uncap,0.5,121.89626693725586,54.00347709655762,23.181915283203125
mps-uncap,0.6,128.41057777404785,34.087181091308594,21.70729637145996
mps-uncap,0.7,176.55110359191895,79.88405227661133,35.91203689575195
mps-uncap,0.1,28.025388717651367,8.667707443237305,10.975360870361328
mps-uncap,0.2,66.53809547424316,20.334243774414062,13.910531997680664
mps-uncap,0.3,62.75057792663574,20.20096778869629,24.580001831054688
mps-uncap,0.4,82.40032196044922,24.882078170776367,26.551246643066406
