mode,load,0_efficientnet_b7-16,1_mobilenet_v3_large-16,2_mobilenet_v3_small-8
mps-uncap,0.8,180.99635124206517,72.63512611389159,22.447204589843693
mps-uncap,0.9,660.0881195068354,69.97884511947628,66.62939548492436
mps-uncap,1.0,1257.7388143539426,494.32634830474854,305.3976082801821
mps-uncap,0.5,92.23007678985599,21.638369560241756,12.96754121780395
mps-uncap,0.6,92.3541927337644,21.841678619384748,14.356198310852035
mps-uncap,0.7,133.5684061050415,38.10443878173826,18.274765014648427
mps-uncap,0.1,25.820093154907227,6.107807159423826,6.288714408874512
mps-uncap,0.2,44.40341711044306,10.255546569824217,7.285313606262213
mps-uncap,0.3,47.16770648956293,13.022751808166504,12.681910991668698
mps-uncap,0.4,49.064693450927784,14.416608810424805,14.79058265686036
