mode,load,0_densenet121-2,1_mobilenet_v2-32,2_mobilenet_v3_small-2,3_resnet101-32
mps-uncap,1.0,0.000476837158203125,0.0007152557373046875,0.0007152557373046875,0.000476837158203125
