mode,load,0_mobilenet_v2-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_large-8
mps-uncap,1.0,7.522106170654297,10.950565338134766,10.952234268188477,10.949850082397461
