mode,load,0_mobilenet_v2-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_large-8
mps-uncap,1.0,10.072803497314453,11.043310165405273,11.06882095336914,11.083602905273438
