mode,load,0_mobilenet_v2-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_large-8
mps-uncap,1.0,10.285577774047852,11.118936538696289,11.165928840637207,11.181497573852539
