mode,load,0_mobilenet_v2-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_large-8
mps-uncap,1.0,3.0961036682128906,10.70094108581543,10.619640350341797,10.580062866210938
