mode,load,0_squeezenet1_1-16,1_squeezenet1_1-16,2_squeezenet1_1-16,3_squeezenet1_1-16
mig,0.1,7.614779472351074,7.628965377807617,7.841515541076661,13.191843032836916
mig,0.2,7.855892181396484,7.927179336547852,7.942438125610352,13.476324081420898
mig,0.3,7.7610015869140625,7.725667953491211,7.828664779663085,13.315439224243164
mig,0.4,7.407426834106445,7.427453994750977,7.444596290588379,12.995481491088867
mig,0.5,7.1923255920410165,7.23872184753418,7.233858108520508,12.721323966979982
mig,0.6,7.026576995849609,7.026433944702148,7.0336103439331055,12.411761283874513
mig,0.7,6.696796417236328,6.754350662231446,6.735968589782715,12.178349494934084
mig,0.8,6.668806076049805,6.7272186279296875,6.720566749572754,11.932015419006348
mig,0.9,6.663513183593751,6.703829765319824,6.750774383544922,11.830401420593262
mig,1.0,6.566214561462402,6.607460975646972,6.670618057250977,11.767983436584473
