mode,load,0_squeezenet1_1-16,1_squeezenet1_1-16,2_squeezenet1_1-16,3_squeezenet1_1-16
mig,0.1,5.9032440185546875,5.95545768737793,5.952119827270508,11.216878890991211
mig,0.2,5.814552307128906,5.812406539916992,5.80906867980957,11.165380477905273
mig,0.3,5.87153434753418,5.895376205444336,5.905866622924805,11.192798614501953
mig,0.4,5.748987197875977,5.756378173828125,5.792379379272461,11.09933853149414
mig,0.5,5.733489990234375,5.756855010986328,5.771875381469727,11.073589324951172
mig,0.6,5.7373046875,5.766630172729492,5.788326263427734,11.084794998168945
mig,0.7,5.722999572753906,5.7773590087890625,5.780458450317383,11.098623275756836
mig,0.8,5.742549896240234,5.774974822998047,5.792856216430664,11.066436767578125
mig,0.9,5.912542343139648,5.943536758422852,6.006956100463867,11.245012283325195
mig,1.0,5.900382995605469,5.938291549682617,5.941629409790039,11.247873306274414
