mode,load,0_squeezenet1_1-16,1_squeezenet1_1-16,2_squeezenet1_1-16,3_squeezenet1_1-16
mig,0.1,7.9069685935973855,8.307824134826632,7.401936054229728,11.147637367248533
mig,0.2,11.49733543395996,11.666011810302733,11.925325393676752,19.12826538085937
mig,0.3,14.993190765380835,17.156748771667484,13.803794384002687,22.568721771240252
mig,0.4,17.407965660095183,19.936811923980695,18.35304021835327,36.85431480407718
mig,0.5,27.251129150390625,25.410580635070776,24.243059158325178,44.938814640045166
mig,0.6,34.169344902038574,41.47219657897949,36.87561035156237,61.89431905746461
mig,0.7,54.734385013580244,62.322759628295906,54.58577632904049,92.54759550094583
mig,0.8,197.41250038146973,147.08081722259527,121.63090705871596,145.96081733703562
mig,0.9,1214.8045063018797,1953.3772444725032,1964.7004914283752,927.2297358512877
mig,1.0,6729.742417335511,7202.457764148712,7155.004959106444,6810.223937034607
