mode,load,0_squeezenet1_1-16,1_squeezenet1_1-16,2_squeezenet1_1-16,3_squeezenet1_1-16
mig,0.1,18.355607986450195,11.893272399902344,12.01939582824707,14.195442199707031
mig,0.2,11.65008544921875,19.29759979248047,18.277406692504883,15.623331069946289
mig,0.3,16.295671463012695,18.400907516479492,11.226892471313477,24.104595184326172
mig,0.4,11.183500289916992,16.81971549987793,11.31892204284668,18.167972564697266
mig,0.5,12.859582901000977,20.384550094604492,18.246889114379883,19.613027572631836
mig,0.6,14.587879180908203,13.06295394897461,12.810468673706055,21.660566329956055
mig,0.7,13.266324996948242,14.792919158935547,11.764049530029297,20.920515060424805
mig,0.8,19.374847412109375,21.384000778198242,19.19412612915039,25.11429786682129
mig,0.9,24.013757705688477,24.63054656982422,19.869089126586914,23.93484115600586
mig,1.0,22.471189498901367,18.37897300720215,17.392396926879883,20.201683044433594
