mode,load,0_densenet161-32,1_densenet161-32,2_densenet161-32,3_densenet161-32
mig,0.1,93.70765686035156,107.13167190551768,145.55106163024897,183.76545906066897
mig,0.2,147.0273017883301,139.2940521240235,145.80163955688477,242.82803535461426
mig,0.3,171.9247817993164,158.88500213623047,163.42105865478516,359.25607681274425
mig,0.4,171.00157737731934,178.26426029205322,185.58034896850586,340.31200408935547
mig,0.5,194.3051815032959,208.95326137542727,282.808780670166,364.5647048950196
mig,0.6,250.47123432159424,276.75309181213373,369.5391416549683,474.41589832305914
mig,0.7,416.7407989501954,381.38389587402344,405.1859378814697,621.7446327209473
mig,0.8,634.4082355499268,485.05287170410173,424.49612617492687,750.0893592834474
mig,0.9,497.12276458740234,604.1540622711182,1482.4877738952637,2479.528713226319
mig,1.0,1342.8154945373535,1164.2301082611082,1052.163362503052,4573.57542514801
