mode,load,0_mobilenet_v2-32,1_mobilenet_v2-4,2_mobilenet_v3_small-16,3_resnet50-32
mps-uncap,1.0,2410.408312250425,401.73100502321006,1437.0510970123846,1607.0975328836166
