mode,load,0_alexnet-16,1_resnet50-2,2_squeezenet1_0-16
ts,0.1,0.06937980651855469,0.07677078247070312,0.07128715515136719
ts,0.2,0.045299530029296875,0.04863739013671875,0.04673004150390625
ts,0.3,0.050067901611328125,0.04839897155761719,0.04839897155761719
ts,0.4,0.04792213439941406,0.0514984130859375,0.04744529724121094
ts,0.5,0.04982948303222656,0.05054473876953125,0.04982948303222656
ts,0.6,0.19884109497070312,0.049114227294921875,0.5594491958618164
ts,0.7,2.3441314697265625,0.6847381591796875,4.9381256103515625
ts,0.8,201.57432556152344,3.6548376083374023,54.068565368652344
ts,0.9,11101.734161376953,7.493257522583008,6674.978256225586
ts,1.0,17293.52903366089,14.861106872558594,13809.281945228577
ts,1.1,22431.33592605591,60.9130859375,19416.51487350464
ts,1.2,26353.236436843872,3050.834059715271,23018.608689308167
ts,1.3,29261.3742351532,6694.474458694458,26644.567131996155
ts,1.4,30647.234201431274,10784.730315208435,28580.926656723022
ts,1.5,33276.67725086212,14754.36544418335,30918.103575706482
mps-uncap,0.1,0.07510185241699219,0.07128715515136719,0.07867813110351562
mps-uncap,0.2,0.049591064453125,0.051975250244140625,0.049114227294921875
mps-uncap,0.3,0.04649162292480469,0.05173683166503906,0.048160552978515625
mps-uncap,0.4,0.04553794860839844,0.049114227294921875,0.04887580871582031
mps-uncap,0.5,0.050067901611328125,0.04863739013671875,0.048160552978515625
mps-uncap,0.6,0.048160552978515625,0.048160552978515625,0.04982948303222656
mps-uncap,0.7,0.31948089599609375,0.05650520324707031,0.05555152893066406
mps-uncap,0.8,0.9844303131103516,1.6999244689941406,1.4778375625610352
mps-uncap,0.9,2.978801727294922,4.14276123046875,5.018711090087891
mps-uncap,1.0,174.84092712402344,21.28779888153076,33.52165222167969
mps-uncap,1.1,24617.63286590576,11.416912078857422,4205.48152923584
mps-uncap,1.2,12330.048561096191,5002.780914306641,9007.750988006592
mps-uncap,1.3,15912.551879882812,9290.790319442749,13591.318130493164
mps-uncap,1.4,18570.12987136841,12714.097738265991,16048.298954963684
mps-uncap,1.5,21463.43457698822,15620.246648788452,19409.945964813232
mig,0.1,0.07271766662597656,0.07677078247070312,0.0553131103515625
mig,0.2,0.03528594970703125,0.07033348083496094,0.04982948303222656
mig,0.3,0.04744529724121094,0.05245208740234375,1.5027523040771484
mig,0.4,0.05078315734863281,0.04982948303222656,6.950139999389648
mig,0.5,0.05555152893066406,0.04792213439941406,25.484561920166016
mig,0.6,0.7002353668212891,0.05078315734863281,3943.587303161621
mig,0.7,1.5971660614013672,0.04792213439941406,12501.93166732788
mig,0.8,2.4694204330444336,0.05245208740234375,17983.540296554565
mig,0.9,4.402637481689453,0.43773651123046875,22790.534257888794
mig,1.0,40.7109260559082,1.4338493347167969,26762.940168380737
mig,1.1,5224.648952484131,2.1587610244750977,29641.268491744995
mig,1.2,8409.86943244934,3.3469200134277344,31493.651151657104
mig,1.3,14001.547932624817,4.356265068054199,34526.2393951416
mig,1.4,16895.61927318573,5.777597427368164,36876.9246339798
mig,1.5,20009.430408477783,8.087158203125,37830.20496368408
