mode,load,0_alexnet-16,1_resnet50-2,2_squeezenet1_0-16
mps-uncap,0.1,2.4623870849609375,6.441831588745117,5.1364898681640625
mps-uncap,0.2,2.0875930786132812,10.792970657348633,4.319310188293457
mps-uncap,0.3,1.628875732421875,10.829687118530273,3.921031951904297
mps-uncap,0.4,1.7946958541870117,8.211374282836914,4.127264022827148
mps-uncap,0.5,2.043008804321289,8.322358131408691,4.416346549987793
mps-uncap,0.6,2.309083938598633,6.8405866622924805,4.648327827453613
mps-uncap,0.7,2.732515335083008,7.979035377502441,4.860877990722656
mps-uncap,0.8,3.095865249633789,8.648157119750977,5.726099014282227
mps-uncap,0.9,5.342721939086914,10.529041290283203,9.949922561645508
mps-uncap,1.0,177.53839492797852,29.010891914367676,38.99431228637695
mps-uncap,1.1,24621.525526046753,18.19777488708496,4211.029767990112
mps-uncap,1.2,12332.953691482544,5010.845899581909,9013.286352157593
mps-uncap,1.3,15915.435314178467,9298.8121509552,13596.959590911865
mps-uncap,1.4,18573.068737983704,12721.305847167969,16053.792715072632
mps-uncap,1.5,21466.158151626587,15629.107236862183,19415.420293807983
ts,0.1,2.518177032470703,10.736584663391113,5.117654800415039
ts,0.2,1.8992424011230469,5.565285682678223,4.273176193237305
ts,0.3,1.783132553100586,10.283231735229492,4.5452117919921875
ts,0.4,1.801133155822754,10.18369197845459,5.069494247436523
ts,0.5,2.389192581176758,8.660316467285156,5.773186683654785
ts,0.6,2.9273033142089844,7.0972442626953125,6.548881530761719
ts,0.7,5.287885665893555,8.22758674621582,11.029481887817383
ts,0.8,205.02972602844238,10.798335075378418,60.87088584899902
ts,0.9,11105.308771133423,15.276670455932617,6682.488203048706
ts,1.0,17297.430753707886,22.695422172546387,13816.831231117249
ts,1.1,22434.70335006714,68.72594356536865,19423.965215682983
ts,1.2,26357.43546485901,3058.6458444595337,23026.315569877625
ts,1.3,29265.218377113342,6702.301502227783,26652.3517370224
ts,1.4,30650.660037994385,10792.46723651886,28588.618755340576
ts,1.5,33280.553221702576,14762.244701385498,30925.70984363556
mig,0.1,2.6633739471435547,10.600566864013672,10.154962539672852
mig,0.2,2.6073455810546875,5.883932113647461,10.10751724243164
mig,0.3,2.5963783264160156,10.341882705688477,11.630058288574219
mig,0.4,2.6128292083740234,5.96010684967041,17.022371292114258
mig,0.5,2.7844905853271484,5.580425262451172,35.57300567626953
mig,0.6,3.2775402069091797,8.060932159423828,3953.6309242248535
mig,0.7,4.153728485107422,5.7669878005981445,12511.972546577454
mig,0.8,5.020856857299805,5.713462829589844,17993.566274642944
mig,0.9,6.97016716003418,5.903720855712891,22800.577878952026
mig,1.0,43.3049201965332,6.347179412841797,26773.182153701782
mig,1.1,5227.2398471832275,7.15482234954834,29651.46017074585
mig,1.2,8412.438154220581,8.238077163696289,31503.777980804443
mig,1.3,14004.163265228271,9.305477142333984,34536.425828933716
mig,1.4,16898.21171760559,10.682106018066406,36887.06362247467
mig,1.5,20012.051820755005,12.982368469238281,37840.44337272644
