mode,load,0_alexnet-16,1_resnet50-2,2_squeezenet1_0-16
mps-uncap,0.1,2.280135154724123,9.027662277221673,4.729766845703126
mps-uncap,0.2,2.918102741241457,12.591934204101548,5.920608043670646
mps-uncap,0.3,2.6359415054321276,19.63639259338379,5.340018272399865
mps-uncap,0.4,3.6795330047607426,17.396328449249303,7.394962310791008
mps-uncap,0.5,4.8794674873352,20.88998079299927,9.233295917510993
mps-uncap,0.6,6.668629646301269,16.04485034942624,12.47044563293457
mps-uncap,0.7,10.483646392822267,21.850955486297668,15.191402435302734
mps-uncap,0.8,166.1259078979492,32.182445526123054,23.107306957244862
mps-uncap,0.9,368.58535528182995,39.556479454040534,113.95323753356932
mps-uncap,1.0,591.755237579346,159.51347112655634,252.862348556519
mps-uncap,1.1,48806.376271247864,77.75621414184565,8064.631466865539
mps-uncap,1.2,24123.09054374695,9215.850830078125,17402.152705192566
mps-uncap,1.3,31143.88765335083,19313.26901435852,26705.756945610046
mps-uncap,1.4,36164.86676454544,25560.304164886475,31440.316169261932
mps-uncap,1.5,41918.77531290054,31508.9346408844,37810.78085899353
ts,0.1,2.7819728851318395,10.392043590545649,7.005157470703127
ts,0.2,3.1308102607727037,6.539211273193341,6.659564971923829
ts,0.3,3.5377740859985356,20.154829025268565,7.20369815826416
ts,0.4,5.661368370056156,23.152015209198,11.658983230590787
ts,0.5,9.748744964599613,21.88146114349365,17.508072853088365
ts,0.6,16.70300006866455,18.4034538269043,24.03974771499635
ts,0.7,45.24028778076172,33.1645965576172,117.24293708801319
ts,0.8,555.797815322876,44.85297679901123,262.549695968628
ts,0.9,21812.454600334167,72.84555435180678,13007.495412826533
ts,1.0,33939.51869010925,108.99447202682494,26880.593781471256
ts,1.1,44536.17281913757,261.98568820953335,39559.64304924011
ts,1.2,52166.834354400635,5498.125250339508,46050.6213593483
ts,1.3,58182.458455562584,13576.553592681885,52451.95629119872
ts,1.4,60585.13469696044,21282.63381242752,56649.73650932312
ts,1.5,66107.08006620407,28832.839498519894,60930.75370788575
mig,0.1,2.6029944419860884,9.528064727783178,14.16206836700451
mig,0.2,3.355216979980466,10.044455528259281,21.29689216613778
mig,0.3,4.504513740539555,18.266267776489258,34.841928482055664
mig,0.4,6.250605583190921,15.941834449768065,60.74281692504883
mig,0.5,9.48610305786134,9.256815910339354,188.58479022979742
mig,0.6,10.51898002624512,18.552322387695295,7405.890657901764
mig,0.7,17.735607624053895,15.66061258316039,23374.81596469879
mig,0.8,129.13012504577662,16.01877212524403,34852.343897819526
mig,0.9,274.02860641479487,17.180297374725342,44480.19875526428
mig,1.0,521.3461685180663,18.60651969909668,52441.198854446404
mig,1.1,9750.935089588165,21.703152656555165,58670.072603225715
mig,1.2,16282.043237686157,25.74726581573486,62697.55115032195
mig,1.3,27317.260921001427,30.036799907684347,67777.87402153015
mig,1.4,33120.63992738724,42.02031135559082,72232.80482053757
mig,1.5,39047.898321151726,58.05864334106439,75077.78365135193
