mode,load,0_alexnet-16,1_resnet50-2,2_squeezenet1_0-16
mps-uncap,0.1,0.02574920654296875,0.0362396240234375,0.0324249267578125
mps-uncap,0.2,0.028371810913085938,0.031232833862304688,0.034809112548828125
mps-uncap,0.3,0.025272369384765625,0.03981590270996094,0.024557113647460938
mps-uncap,0.4,0.0247955322265625,0.028371810913085938,0.03409385681152344
mps-uncap,0.5,0.023126602172851562,0.026226043701171875,0.0209808349609375
mps-uncap,0.6,0.020265579223632812,0.027894973754882812,0.02384185791015625
mps-uncap,0.7,0.021696090698242188,0.025510787963867188,0.03337860107421875
mps-uncap,0.8,0.018835067749023438,0.026702880859375,0.0209808349609375
mps-uncap,0.9,0.021696090698242188,0.022411346435546875,0.025272369384765625
mps-uncap,1.0,0.021696090698242188,0.025510787963867188,0.037670135498046875
mps-uncap,1.1,0.08678436279296875,0.023365020751953125,0.05841255187988281
mps-uncap,1.2,0.04029273986816406,0.02574920654296875,0.06198883056640625
mps-uncap,1.3,0.06031990051269531,0.025272369384765625,0.0553131103515625
mps-uncap,1.4,0.055789947509765625,0.03600120544433594,0.037670135498046875
mps-uncap,1.5,0.05793571472167969,0.025510787963867188,0.05054473876953125
ts,0.1,0.025510787963867188,0.03981590270996094,0.04029273986816406
ts,0.2,0.029325485229492188,0.033855438232421875,0.017642974853515625
ts,0.3,0.026702880859375,0.025510787963867188,0.036716461181640625
ts,0.4,0.024557113647460938,0.030279159545898438,0.025987625122070312
ts,0.5,0.022649765014648438,0.025272369384765625,0.026226043701171875
ts,0.6,0.019550323486328125,0.02384185791015625,0.0247955322265625
ts,0.7,0.025510787963867188,0.03337860107421875,0.027179718017578125
ts,0.8,0.02574920654296875,0.02384185791015625,0.024557113647460938
ts,0.9,0.06556510925292969,0.025510787963867188,0.038623809814453125
ts,1.0,0.05745887756347656,0.025033950805664062,0.05626678466796875
ts,1.1,0.061511993408203125,0.023126602172851562,0.05125999450683594
ts,1.2,0.0553131103515625,0.032901763916015625,0.06723403930664062
ts,1.3,0.05173683166503906,0.019311904907226562,0.06508827209472656
ts,1.4,0.06699562072753906,0.06961822509765625,0.05125999450683594
ts,1.5,0.05078315734863281,0.04673004150390625,0.05626678466796875
mig,0.1,0.02765655517578125,0.03528594970703125,0.04220008850097656
mig,0.2,0.014543533325195312,0.04601478576660156,0.029325485229492188
mig,0.3,0.023603439331054688,0.035762786865234375,0.03504753112792969
mig,0.4,0.02574920654296875,0.027418136596679688,0.026941299438476562
mig,0.5,0.0247955322265625,0.025272369384765625,0.03719329833984375
mig,0.6,0.025987625122070312,0.027418136596679688,0.09059906005859375
mig,0.7,0.02574920654296875,0.0247955322265625,0.0782012939453125
mig,0.8,0.019311904907226562,0.026941299438476562,0.049114227294921875
mig,0.9,0.021696090698242188,0.030279159545898438,0.07677078247070312
mig,1.0,0.020503997802734375,0.024080276489257812,0.04887580871582031
mig,1.1,0.08273124694824219,0.02765655517578125,0.07534027099609375
mig,1.2,0.06771087646484375,0.025033950805664062,0.06365776062011719
mig,1.3,0.06198883056640625,0.0247955322265625,0.06842613220214844
mig,1.4,0.049591064453125,0.027179718017578125,0.06961822509765625
mig,1.5,0.06413459777832031,0.0247955322265625,0.09131431579589844
