mode,load,0_alexnet-16,1_resnet50-2,2_squeezenet1_0-16
ts,0.1,6.557493209838871,22.209951877593983,14.72094058990479
ts,0.2,6.449530124664305,12.624354362487791,12.098073959350588
ts,0.3,6.141209602355959,29.221086502075202,12.012839317321777
ts,0.4,8.629343509674074,30.241489410400394,17.040095329284657
ts,0.5,12.44053840637209,29.163589477539045,23.529109954833967
ts,0.6,19.855046272277832,25.421171188354496,30.153784751892143
ts,0.7,48.57473373413087,40.469503402710025,122.92073249816913
ts,0.8,558.5973262786865,52.453968524932854,269.8039436340332
ts,0.9,21815.67385673523,80.49902915954593,13015.338854789728
ts,1.0,33943.643856048584,116.77937269210814,26888.485329151157
ts,1.1,44539.98284339905,269.9884891510008,39567.52840042115
ts,1.2,52171.079874038696,5505.999431610107,46058.5041475296
ts,1.3,58186.291315555565,13584.468507766724,52459.87944602966
ts,1.4,60588.87267112732,21290.371737480164,56657.52396583557
ts,1.5,66111.0716176033,28840.673570632935,60938.55230808259
mps-uncap,0.1,5.153191089630135,19.911069869995107,10.389719009399416
mps-uncap,0.2,5.396115779876711,22.766752243041978,10.58757543563842
mps-uncap,0.3,4.6939516067504865,28.139352798461914,9.377822875976559
mps-uncap,0.4,5.923871994018556,26.08469486236579,11.779451370239215
mps-uncap,0.5,7.142593860626221,27.429251670837406,13.755810260772755
mps-uncap,0.6,9.0144681930542,22.43443965911865,17.0422625541687
mps-uncap,0.7,12.997903823852539,28.26348304748544,20.020179748535156
mps-uncap,0.8,169.98485565185538,40.06314277648929,28.06864261627196
mps-uncap,0.9,371.2862753868104,47.05003261566169,120.02902030944794
mps-uncap,1.0,594.4962310791019,167.3608899116516,258.5410022735601
mps-uncap,1.1,48810.56644439697,84.10503864288324,8070.216240882873
mps-uncap,1.2,24125.822381973267,9223.58847618103,17407.641987800598
mps-uncap,1.3,31146.65220975876,19321.172847747803,26711.21992111206
mps-uncap,1.4,36167.424268722534,25568.355798721313,31445.92666625977
mps-uncap,1.5,41921.645534038544,31516.864252090454,37816.463766098015
mig,0.1,5.399310588836692,20.039634704589826,24.753897190094015
mig,0.2,6.02217674255371,20.581474304199222,31.399965286254904
mig,0.3,7.090353965759285,27.11176872253416,44.9442434310913
mig,0.4,8.835551738739019,24.282748699188126,70.76087951660156
mig,0.5,12.190551757812502,14.181122779846191,200.2680373191834
mig,0.6,13.230204582214373,25.243549346923785,7416.029078960419
mig,0.7,20.515615940093973,21.801500320434524,23384.842789173126
mig,0.8,132.46133327484154,21.30186557769774,34862.411584854126
mig,0.9,277.32600212097157,22.459015846252427,44490.29445648193
mig,1.0,523.9498615264893,23.538303375244144,52451.39017105102
mig,1.1,9753.518381118774,26.56304597854614,58680.25362968445
mig,1.2,16284.647946357725,30.6311821937561,62707.75650024414
mig,1.3,27319.87511157989,35.00598192214971,67788.1172657013
mig,1.4,33123.2307434082,46.89469337463379,72243.01605463028
mig,1.5,39050.5649280548,62.93598413467386,75088.20914268494
