mode,load,0_alexnet-16,1_resnet50-2,2_squeezenet1_0-16
mps-uncap,0.1,2.348184585571289,4.791975021362305,4.099369049072266
mps-uncap,0.2,1.5866756439208984,4.713535308837891,3.424406051635742
mps-uncap,0.3,1.5156269073486328,4.791259765625,3.1585693359375
mps-uncap,0.4,1.5692710876464844,4.645109176635742,3.1578540802001953
mps-uncap,0.5,1.5277862548828125,4.591226577758789,3.154754638671875
mps-uncap,0.6,1.5223026275634766,4.622459411621094,3.1414031982421875
mps-uncap,0.7,1.5521049499511719,4.540920257568359,3.166675567626953
mps-uncap,0.8,1.500844955444336,4.593133926391602,3.1549930572509766
mps-uncap,0.9,1.5189647674560547,4.618406295776367,3.186941146850586
mps-uncap,1.0,1.5749931335449219,4.7969818115234375,3.2622814178466797
mps-uncap,1.1,7.270574569702148,4.723548889160156,9.49859619140625
mps-uncap,1.2,6.092548370361328,5.445718765258789,9.457111358642578
mps-uncap,1.3,7.082223892211914,5.182981491088867,9.635210037231445
mps-uncap,1.4,7.238864898681641,5.5866241455078125,10.333776473999023
mps-uncap,1.5,6.449699401855469,5.986452102661133,8.516788482666016
ts,0.1,2.2056102752685547,5.0048828125,3.958463668823242
ts,0.2,1.5473365783691406,4.549264907836914,3.2095909118652344
ts,0.3,1.5697479248046875,4.5566558837890625,3.1938552856445312
ts,0.4,1.5113353729248047,4.547595977783203,3.167390823364258
ts,0.5,1.5246868133544922,4.530668258666992,3.1566619873046875
ts,0.6,1.4944076538085938,4.443168640136719,3.1435489654541016
ts,0.7,1.5342235565185547,4.551410675048828,3.148317337036133
ts,0.8,1.5223026275634766,4.512548446655273,3.1862258911132812
ts,0.9,5.650520324707031,4.579782485961914,6.6471099853515625
ts,1.0,4.703521728515625,4.573583602905273,10.15925407409668
ts,1.1,7.741451263427734,4.662036895751953,8.72659683227539
ts,1.2,5.661249160766602,7.171392440795898,10.860919952392578
ts,1.3,4.640340805053711,7.811784744262695,10.153770446777344
ts,1.4,4.8065185546875,8.057594299316406,10.219573974609375
ts,1.5,4.379510879516602,8.453130722045898,10.850667953491211
mig,0.1,2.5510787963867188,4.9152374267578125,10.058164596557617
mig,0.2,2.536773681640625,5.07354736328125,10.041952133178711
mig,0.3,2.5396347045898438,4.937648773193359,10.04171371459961
mig,0.4,2.5424957275390625,4.938602447509766,10.038137435913086
mig,0.5,2.542257308959961,4.860401153564453,10.04481315612793
mig,0.6,2.5446414947509766,4.868030548095703,14.411687850952148
mig,0.7,2.5451183319091797,4.834175109863281,13.120174407958984
mig,0.8,2.5370121002197266,4.902839660644531,11.934757232666016
mig,0.9,2.5415420532226562,4.8999786376953125,13.106584548950195
mig,1.0,2.5451183319091797,4.8580169677734375,12.354135513305664
mig,1.1,4.912376403808594,4.817962646484375,13.439416885375977
mig,1.2,5.218029022216797,4.853010177612305,13.453245162963867
mig,1.3,5.003690719604492,4.861593246459961,12.575387954711914
mig,1.4,4.929780960083008,4.858255386352539,13.051509857177734
mig,1.5,4.799842834472656,4.867076873779297,13.128280639648438
