mode,load,0_efficientnet_b6-16,1_efficientnet_b6-2,2_inception_v3-4
mps-uncap,0.8,270.53117752075195,196.51556015014648,103.71685028076172
mps-uncap,0.9,492.81883239746094,527.0190238952637,162.64915466308594
mps-uncap,1.0,2188.849449157715,1511.9121074676514,733.9165210723877
mps-uncap,0.5,100.16226768493652,64.12792205810547,41.11051559448242
mps-uncap,0.6,96.14348411560059,80.85942268371582,41.39399528503418
mps-uncap,0.7,179.57043647766113,174.17144775390625,55.56130409240723
mps-uncap,0.1,25.396347045898438,32.74846076965332,20.60246467590332
mps-uncap,0.2,31.508207321166992,32.79304504394531,26.995182037353516
mps-uncap,0.3,50.31752586364746,33.88381004333496,31.9671630859375
mps-uncap,0.4,63.11440467834473,47.518014907836914,30.293941497802734
