mode,load,0_efficientnet_b6-16,1_efficientnet_b6-2,2_inception_v3-4
mps-uncap,0.8,23.146748542785645,19.90485191345215,9.16910171508789
mps-uncap,0.9,24.112939834594727,20.95186710357666,9.758710861206055
mps-uncap,1.0,24.472951889038086,20.44534683227539,11.766672134399414
mps-uncap,0.5,21.31509780883789,14.888763427734375,9.164810180664062
mps-uncap,0.6,21.912574768066406,15.128135681152344,8.763551712036133
mps-uncap,0.7,22.60732650756836,17.534494400024414,8.652210235595703
mps-uncap,0.1,22.296547889709473,23.505210876464844,12.070178985595703
mps-uncap,0.2,20.751953125,18.362045288085938,11.98124885559082
mps-uncap,0.3,20.55072784423828,17.61603355407715,11.562228202819824
mps-uncap,0.4,21.14558219909668,16.019821166992188,9.973526000976562
