mode,load,0_efficientnet_b6-16,1_efficientnet_b6-2,2_inception_v3-4
mps-uncap,0.8,24.428606033325195,22.186994552612305,13.221025466918945
mps-uncap,0.9,24.596619606018066,22.469401359558105,13.370513916015625
mps-uncap,1.0,24.756574630737305,21.404409408569336,14.466142654418945
mps-uncap,0.5,22.82257080078125,21.72067165374756,13.42768669128418
mps-uncap,0.6,23.761892318725586,21.697330474853516,12.968301773071289
mps-uncap,0.7,24.275541305541992,21.947574615478516,12.85407543182373
mps-uncap,0.1,25.466251373291016,25.49219131469727,13.420629501342775
mps-uncap,0.2,24.66592788696289,25.330305099487305,13.604116439819336
mps-uncap,0.3,22.12519645690918,22.9912281036377,13.65196704864502
mps-uncap,0.4,23.052215576171875,21.68905735015869,13.173198699951172
