mode,load,0_efficientnet_b6-16,1_efficientnet_b6-2,2_inception_v3-4
mps-uncap,0.8,19.486427307128906,10.091066360473633,4.90117073059082
mps-uncap,0.9,19.504070281982422,9.807109832763672,4.837274551391602
mps-uncap,1.0,21.96335792541504,12.012481689453125,5.151510238647461
mps-uncap,0.5,19.52338218688965,9.938240051269531,4.854440689086914
mps-uncap,0.6,19.5465087890625,9.911298751831055,4.782438278198242
mps-uncap,0.7,19.565820693969727,9.819507598876953,4.812717437744141
mps-uncap,0.1,19.460678100585938,10.267972946166992,5.03993034362793
mps-uncap,0.2,19.515514373779297,10.07843017578125,4.946470260620117
mps-uncap,0.3,19.489526748657227,10.190486907958984,4.930973052978516
mps-uncap,0.4,19.471406936645508,9.966135025024414,4.906654357910156
