mode,load,0_efficientnet_b6-16,1_efficientnet_b6-2,2_inception_v3-4
mps-uncap,0.8,24.75285530090332,22.972118854522705,13.92221450805664
mps-uncap,0.9,24.826927185058594,23.067598342895508,14.044792652130127
mps-uncap,1.0,25.00598907470703,21.951656341552734,14.931755065917969
mps-uncap,0.5,23.554439544677734,23.574988842010494,14.996223449707028
mps-uncap,0.6,24.460887908935547,23.278274536132812,14.022390842437744
mps-uncap,0.7,24.620699882507324,23.092923164367672,13.792436122894287
mps-uncap,0.1,27.333717346191406,27.238283157348633,15.095710754394531
mps-uncap,0.2,27.44931697845459,27.318620681762695,15.45236587524414
mps-uncap,0.3,23.44110488891602,27.452087402343746,15.401470661163334
mps-uncap,0.4,24.258911609649658,23.767125606536865,14.594979286193848
