mode,load,0_efficientnet_b6-16,1_efficientnet_b6-2,2_inception_v3-4
mps-uncap,0.8,200.30416250228808,143.38853359222418,58.90250205993652
mps-uncap,0.9,446.26826763153076,429.146182537079,118.14876556396482
mps-uncap,1.0,2104.154624938965,1416.175656318665,668.6383724212648
mps-uncap,0.5,53.396024703979364,35.169014930725055,23.54917526245114
mps-uncap,0.6,68.70336055755614,50.88062286376956,29.259097576141322
mps-uncap,0.7,119.85449790954603,110.41557312011713,36.514096260070836
mps-uncap,0.1,21.360616683959954,20.86705207824707,12.225775718688972
mps-uncap,0.2,25.26628971099853,24.09272193908694,18.12242507934561
mps-uncap,0.3,31.666498184204166,23.287715911865227,20.34780979156495
mps-uncap,0.4,50.35642385482789,32.42914438247683,20.799260139465286
