mode,load,0_efficientnet_b6-16,1_efficientnet_b6-2,2_inception_v3-4
mps-uncap,0.8,0.0133514404296875,0.012159347534179688,0.010013580322265625
mps-uncap,0.9,0.013589859008789062,0.011682510375976562,0.010967254638671875
mps-uncap,1.0,0.014066696166992188,0.013828277587890625,0.012159347534179688
mps-uncap,0.5,0.013113021850585938,0.01049041748046875,0.010967254638671875
mps-uncap,0.6,0.012159347534179688,0.011920928955078125,0.011205673217773438
mps-uncap,0.7,0.010967254638671875,0.011682510375976562,0.011205673217773438
mps-uncap,0.1,0.014543533325195312,0.018835067749023438,0.02002716064453125
mps-uncap,0.2,0.013113021850585938,0.013589859008789062,0.011444091796875
mps-uncap,0.3,0.01239776611328125,0.012874603271484375,0.011682510375976562
mps-uncap,0.4,0.01239776611328125,0.011920928955078125,0.011920928955078125
